"","score","text"
"379",0,"RT @Manojkaswa: #NepalDisasterReliefByMSG 
St @Gurmeetramrahim Ji is reached in Nepal with trained team of volunteers. @narendramodi http:/<U+2026>"
"380",-1,"RT @swarup1972: Protest by SIF in front of Parliament: http://t.co/AcJz7r0KHE @DVSBJP @narendramodi @HMOIndia #Scrap498a to #StopAbuseOfMen<U+2026>"
"381",0,"RT @news24tvchannel: <U+092E><U+094B><U+0926><U+0940> <U+0938><U+0930><U+0915><U+093E><U+0930> <U+0928><U+0947> <U+0915><U+0949><U+0930><U+092A><U+094B><U+0930><U+0947><U+091F><U+094D><U+0938> <U+0915><U+094B> 1 <U+0938><U+093E><U+0932> <U+092E><U+0947><U+0902> <U+0926><U+0940> 62,000 <U+0915><U+0930><U+094B><U+0921><U+093C> <U+0915><U+0940> '<U+0938><U+094C><U+0917><U+093E><U+0924>' #NarendraModi http://t.co/2eeD45DdmW http://t.co/K8vV<U+2026>"
"382",1,"#NewsAlert: PM @narendramodi went to thank Sonia Gandhi personally after passage of  Indo-Bangla Land Boundary Bill in Lok Sabha."
"383",1,"#NewsAlert: PM @narendramodi went to thank Sonia Gandhi personally after passage of  Indo-Bangla Land Boundary Bill in Lok Sabha."
"384",-2,"http://t.co/Xr3JpOkB7r, slowly Rupee value falling, competing with ur age, bakwas band karo, jara kam karo @narendramodi 2019 is not far off"
"385",1,"Work. Real.  https://t.co/hBmFTMHIK7"
"386",1,"RT @Neelam_Soti: .@narendramodi ji u issued statements assuring security of minorities. Please also issue a statement giving assurance to N<U+2026>"
"387",2,"@narendramodi nice work done"
"388",-1,"RT @FocusNewsIndia: #BREAKING | @narendramodi meets #SoniaGandhi personally after passage of  Indo-Bangla Land Boundary Bill in #LS http://<U+2026>"
"389",0,"RT @IshanMishr: <U+091A><U+0940><U+0928> <U+0928><U+0947> <U+092E><U+0941><U+0938><U+0932><U+092E><U+093E><U+0928><U+094B><U+0902> <U+0915><U+0940> <U+0924><U+093E><U+0915><U+0924> <U+0915><U+092E> <U+0915><U+0930><U+0928><U+0947> <U+0915><U+0947> <U+0932><U+093F><U+090F> <U+091C><U+094B> <U+092A><U+0948><U+0902><U+0924><U+0930><U+0947> <U+0905><U+092A><U+0928><U+093E><U+090F><U+0902> <U+0939><U+0948> <U+0909><U+0938><U+0938><U+0947> <U+0905><U+0917><U+0930> <U+092D><U+093E><U+0930><U+0924> <U+0915><U+0941><U+091B> <U+0928> <U+0938><U+0940><U+0916><U+0947> <U+0924><U+094B> <U+0906><U+0928><U+0947> <U+0935><U+093E><U+0932><U+093E> <U+0938><U+092E><U+092F> <U+092C><U+0939><U+0941><U+0924> <U+0939><U+093E><U+0928><U+093F><U+0915><U+093E><U+0930><U+0915> <U+0939><U+0948> @nare<U+2026>"
"390",0,"RT @mahesh10816: Nadia riots for Hindus were butchered by Muslims, any enquiry ordered @narendramodi @HMOIndia ?  neo-secularism ?"
"391",-1,"@narendramodi why did u opposed the same when u r in opposition"
"392",0,"Indo-Bangla Land Boundary Bill passed in LS: @narendramodi expresses gratitude towards the opposition http://t.co/GiM0Jc4dpT"
"393",1,"@narendramodi I like you"
"394",3,"RT @therealkapildev: Just met the top man of our country, our Honourable PM @narendramodi . Feeling very happy and proud."
"395",1,"PM @narendramodi went to thank Sonia Gandhi personally after passage of Indo-Bangla Land Boundary Bill in LS. !!"
"396",-1,"RT @imra_mra: @BBCHindi Protest by SIF in front of Parliament: http://t.co/LZ1NUtVtE1 @DVSBJP @narendramodi  #Scrap498a to #StopAbuseOfMen <U+2026>"
"397",0,"RT @manojkumar17589: @sv_om07 @AmitSwami77 @narendramodi @DrManisha7 <U+092D><U+093E><U+0930><U+0924> <U+092E><U+0947><U+0902> <U+0938><U+0928><U+094D><U+0924><U+094B><U+0902> <U+0915><U+094B> <U+092C><U+093F><U+0928><U+093E> <U+0938><U+092C><U+0942><U+0924> <U+0905><U+092A><U+0930><U+093E><U+0927><U+0940> <U+0935> <U+0905><U+092A><U+0930><U+093E><U+0927><U+093F><U+092F><U+094B><U+0902> <U+0915><U+094B> <U+092C><U+0947><U+0932><U+0965> #Bail4SalmanNo<U+2026>"
"398",0,"RT @IshanMishr: <U+091A><U+0940><U+0928> <U+0928><U+0947> <U+092E><U+0941><U+0938><U+0932><U+092E><U+093E><U+0928><U+094B><U+0902> <U+0915><U+0940> <U+0924><U+093E><U+0915><U+0924> <U+0915><U+092E> <U+0915><U+0930><U+0928><U+0947> <U+0915><U+0947> <U+0932><U+093F><U+090F> <U+091C><U+094B> <U+092A><U+0948><U+0902><U+0924><U+0930><U+0947> <U+0905><U+092A><U+0928><U+093E><U+090F><U+0902> <U+0939><U+0948> <U+0909><U+0938><U+0938><U+0947> <U+0905><U+0917><U+0930> <U+092D><U+093E><U+0930><U+0924> <U+0915><U+0941><U+091B> <U+0928> <U+0938><U+0940><U+0916><U+0947> <U+0924><U+094B> <U+0906><U+0928><U+0947> <U+0935><U+093E><U+0932><U+093E> <U+0938><U+092E><U+092F> <U+092C><U+0939><U+0941><U+0924> <U+0939><U+093E><U+0928><U+093F><U+0915><U+093E><U+0930><U+0915> <U+0939><U+0948> @nare<U+2026>"
"399",0,"@narendramodi @VyangyaPuraan  ghanta aya <ed><U+00A0><U+00BD><ed><U+00B8><U+0086><ed><U+00A0><U+00BD><ed><U+00B8><U+0091><ed><U+00A0><U+00BD><ed><U+00B8><U+0085><ed><U+00A0><U+00BD><ed><U+00B8><U+0085>"
"400",0,"RT @puneetpossible: <U+0926><U+0947><U+0936> <U+0915><U+0947> <U+0939><U+0930> <U+0924><U+0940><U+0930><U+094D><U+0925> <U+092E><U+0947><U+0902> <U+091C><U+093E><U+0928><U+0947> <U+0915><U+0947> <U+092C><U+093E><U+0926> <U+090F><U+0915> <U+092C><U+093E><U+0924> <U+0938><U+094D><U+092A><U+0937><U+094D><U+091F> <U+0915><U+0939> <U+0938><U+0915><U+0924><U+093E> <U+0939><U+0942><U+0902> <U+0915><U+093F> <U+092E><U+0941><U+0938><U+094D><U+0932><U+093F><U+092E><U+094B><U+0902> <U+0915><U+0947> <U+092C><U+093E><U+0926> <U+0905><U+092C> <U+0908><U+0938><U+093E><U+0908> <U+0939><U+0930> <U+0939><U+093F><U+0902><U+0926><U+0941> <U+0924><U+0940><U+0930><U+094D><U+0925> <U+092A><U+0930> <U+091C><U+0921><U+093C><U+0947> <U+091C><U+092E><U+093E> <U+0930><U+0939><U+0947> <U+2026>"
"401",0,"RT @kiransnm: <U+092A><U+0942><U+0902><U+091C><U+0940><U+092A><U+0924><U+093F><U+092F><U+094B><U+0902> <U+0915><U+0947> <U+0938><U+093E><U+0925> <U+092E><U+093F><U+0932> <U+0915><U+0930> <U+092D><U+094D><U+0930><U+0937><U+094D><U+091F><U+093E><U+091A><U+093E><U+0930> <U+0915><U+0947> <U+0935><U+093F><U+0936><U+094D><U+0935> <U+0915><U+0940><U+0930><U+094D><U+0924><U+093F><U+092E><U+093E><U+0928> <U+092C><U+0928><U+093E><U+0928><U+0947> <U+0935><U+093E><U+0932><U+0947> <U+091C><U+092C> <U+092A><U+094D><U+0930>.<U+092E>. @narendramodi <U+091C><U+0940> <U+0915><U+094B> <U+0915><U+093E><U+0930><U+092A><U+094B><U+0930><U+0947><U+091F> <U+0915><U+0947> <U+0938><U+093E><U+0925><U+0940> <U+092C><U+0924><U+093E><U+0924><U+0947> <U+0939><U+0948><U+0902>; <U+2026>"
"402",2,"RT @narendramodi: Always a delight to meet you, @therealkapildev. Thanks for your contribution of Rs. 51 lakhs for PMNRF. http://t.co/QkhpU<U+2026>"
"403",0,"@varunm @narendramodi Varun, Bangladesh passed it more than 40 years ago."
"404",0,"RT @i_Aakanksha: @narendramodi 

Visit @Offlce0fRG <U+0915><U+094B><U+092E><U+0947><U+0921><U+0940> <U+0928><U+093E><U+0907><U+091F> <U+0926><U+0947><U+0916><U+0928><U+0947> <U+0915><U+0940> <U+091C><U+0930><U+0942><U+0930><U+0924> <U+0928><U+0939><U+093F> <U+092A><U+0921><U+0947><U+0917><U+0940><U+0964>"
"405",2,"RT @narendramodi: Always a delight to meet you, @therealkapildev. Thanks for your contribution of Rs. 51 lakhs for PMNRF. http://t.co/QkhpU<U+2026>"
"406",0,"@narendramodi Watershed decision for both the nation's ."
"407",0,"RT @narendramodi: I bow to Gurudev Rabindranath Tagore on his birth anniversary. http://t.co/olcyvH6EOI"
"408",1,"@narendramodi we are proud the way India is making the presence felt ... Way to go sir"
"409",0,"RT @RoflGandhi_: .@narendramodi Sir ab handle ka naam 'made my trip' rakh lo."
"410",0,"@narendramodi das sind inda da kann china such nichts <U+00E4>ndern"
"411",0,"Thank you PM @narendramodi, Historical event, we waited 41 years for this. Please take care of other issues ASAP.  https://t.co/vQTkuiHlFn"
"412",-3,"RT @ChandaDebabrata: @narendramodi @MahikaInfra With solution of boundary issue with Bangladesh, can gov solve the problem of illegal infil<U+2026>"
"413",0,"RT @TIME: TIME's new cover: Why @narendramodi matters. An exclusive interview http://t.co/0qd6AX2ft7
https://t.co/Ttgu729wUD"
"414",0,"RT @DrGPradhan: <U+0905><U+092C> <U+0907><U+0938> <U+0915><U+094B> <U+0915><U+093F><U+092F><U+093E> <U+0915><U+0939><U+0947><U+0902><U+0917><U+0947> 

<U+0905><U+091A><U+094D><U+091B><U+0947> <U+0926><U+093F><U+0928> 

@narendramodi http://t.co/1oHrbdJ8CN"
"415",0,"RT @DevirupaM: LBA will seriously be transformative. https://t.co/mCT2ddRtsi"
"416",0,"RT @kirtisaxena999: @narendramodi yes ..a historic day.. http://t.co/mm5eBsFhVK"
"417",0,"@narendramodi Please call me"
"418",0,"RT @NayakDeep: Yes #ModiMatters 
#PM Shri @narendramodi ranked No.1 in the world in handling of domestic &amp; international affairs. http://t.<U+2026>"
"419",0,"RT @mahesh10816: Nadia riots for Hindus were butchered by Muslims, any enquiry ordered @narendramodi @HMOIndia ?  neo-secularism ?"
"420",2,"@narendramodi you have done great work"
"421",1,"India First .. Great gesture shown by all political parties ----&gt; ""https://t.co/CyfmK4srR4"""
"422",-1,"@narendramodi this also reflects the will to act, not procrastinate forever. That's the format of leadership thats required"
"423",0,"@narendramodi @VyangyaPuraan  ab tak to nahi aye feku sahab ?"
"424",0,"@JhaSanjay @INCIndia @OfficeOfRG i am following @narendramodi Are u????"
"425",0,"RT @news24tvchannel: <U+092E><U+094B><U+0926><U+0940> <U+0938><U+0930><U+0915><U+093E><U+0930> <U+0928><U+0947> <U+0915><U+0949><U+0930><U+092A><U+094B><U+0930><U+0947><U+091F><U+094D><U+0938> <U+0915><U+094B> 1 <U+0938><U+093E><U+0932> <U+092E><U+0947><U+0902> <U+0926><U+0940> 62,000 <U+0915><U+0930><U+094B><U+0921><U+093C> <U+0915><U+0940> '<U+0938><U+094C><U+0917><U+093E><U+0924>' #NarendraModi http://t.co/2eeD45DdmW http://t.co/K8vV<U+2026>"
"426",0,"RT @raju: .@narendramodi makes time for @TIME http://t.co/8hKAbLvMuk http://t.co/tDKcntNaAr"
"427",1,"@narendramodi specially wb________!
 thank you too mr. pm"
"428",1,"I also thank all MPs irrespective of Party. https://t.co/DqJH2i5nsl"
"429",1,"@narendramodi Sir. We Indians &amp; the world expect nothing less than historic milestones from this #BJP Govt under yr leadership. Thank you."
"430",0,"RT @raju: .@narendramodi makes time for @TIME http://t.co/8hKAbLvMuk http://t.co/tDKcntNaAr"
"431",1,"@narendramodi In Odisha there are three groups of organisation. If it solutes then we can win Odisha in 2019."
"432",0,"RT @IshanMishr: <U+091A><U+0940><U+0928> <U+0928><U+0947> <U+092E><U+0941><U+0938><U+0932><U+092E><U+093E><U+0928><U+094B><U+0902> <U+0915><U+0940> <U+0924><U+093E><U+0915><U+0924> <U+0915><U+092E> <U+0915><U+0930><U+0928><U+0947> <U+0915><U+0947> <U+0932><U+093F><U+090F> <U+091C><U+094B> <U+092A><U+0948><U+0902><U+0924><U+0930><U+0947> <U+0905><U+092A><U+0928><U+093E><U+090F><U+0902> <U+0939><U+0948> <U+0909><U+0938><U+0938><U+0947> <U+0905><U+0917><U+0930> <U+092D><U+093E><U+0930><U+0924> <U+0915><U+0941><U+091B> <U+0928> <U+0938><U+0940><U+0916><U+0947> <U+0924><U+094B> <U+0906><U+0928><U+0947> <U+0935><U+093E><U+0932><U+093E> <U+0938><U+092E><U+092F> <U+092C><U+0939><U+0941><U+0924> <U+0939><U+093E><U+0928><U+093F><U+0915><U+093E><U+0930><U+0915> <U+0939><U+0948> @nare<U+2026>"
"433",0,"RT @rnpadukone: @Neelam_Soti @narendramodi It is not that big BJP leaders have same outlook as Modiji. Will need a decade to transform."
"434",2,"@narendramodi Get Well Soon Modi Ji. Do something for our hero. Unfair Verdict On Salman"
"435",0,"The great pacifist Pappu Yadav is set to join BJP @narendramodi Cheers to Acche Din..."
"436",0,"@narendramodi <U+0938><U+0930> <U+0906><U+091C> <U+092D><U+0940> <U+0939><U+092E> <U+0905><U+0901><U+0927><U+0947><U+0930><U+0947> <U+092E><U+0947><U+0902> <U+0939><U+0948><U+0964>
<U+0939><U+092E><U+0947><U+0902> <U+092D><U+0940> <U+0930><U+094B><U+0936><U+0928><U+0940> <U+0926><U+0947> <U+0926><U+094B><U+0964>"
"437",0,"RT @minhazmerchant: Long, clear-headed cover story &amp; interview in @TIME with PM @narendramodi http://t.co/2dhak5N2ff"
"438",0,"RT @NayakDeep: Yes #ModiMatters 
#PM Shri @narendramodi ranked No.1 in the world in handling of domestic &amp; international affairs. http://t.<U+2026>"
"439",0,"@narendramodi <U+0938><U+0930> <U+0906><U+091C> <U+092A><U+0921><U+094B><U+093C><U+0938><U+093F><U+092F><U+094B> <U+0915><U+0947> <U+0938><U+093E><U+0925> <U+0930><U+093F><U+0936><U+094D><U+0924><U+094B><U+0902> <U+092E><U+0947> <U+0938><U+094D><U+0935><U+0930><U+094D><U+0923><U+093F><U+092E> <U+092F><U+0941><U+0917> <U+0915><U+0940> <U+0936><U+0941><U+0930><U+0941><U+0906><U+0924> <U+0939><U+094B> <U+091A><U+0941><U+0915><U+0940> <U+0939><U+0948>"
"440",0,"RT @news24tvchannel: <U+092E><U+094B><U+0926><U+0940> <U+0938><U+0930><U+0915><U+093E><U+0930> <U+0928><U+0947> <U+0915><U+0949><U+0930><U+092A><U+094B><U+0930><U+0947><U+091F><U+094D><U+0938> <U+0915><U+094B> 1 <U+0938><U+093E><U+0932> <U+092E><U+0947><U+0902> <U+0926><U+0940> 62,000 <U+0915><U+0930><U+094B><U+0921><U+093C> <U+0915><U+0940> '<U+0938><U+094C><U+0917><U+093E><U+0924>' #NarendraModi http://t.co/2eeD45DdmW http://t.co/K8vV<U+2026>"
"441",0,"@narendramodi SIR JI MILNA HAI JI PLS"
"442",-3,"RT @ChandaDebabrata: @narendramodi @MahikaInfra With solution of boundary issue with Bangladesh, can gov solve the problem of illegal infil<U+2026>"
"443",-1,"RT @subhashsaxena: @rajutiwary85 @ModifyingNation @PMOIndia @narendramodi @TIME mms(mauni baba)ne kaha tha modi if elected will b disaster <U+2026>"
"444",-1,"#BREAKING | @narendramodi meets #SoniaGandhi personally after passage of  Indo-Bangla Land Boundary Bill in #LS http://t.co/oL6fKbjng6"
"445",0,"RT narendramodi ""Spoke to Bangladesh PM Sheikh Hasina and conveyed my greetings to the people of Bangladesh on this landmark occasion."""
"446",1,"RT narendramodi ""This reflects the collective will of the nation to build constructive relations with our neighbours."""
"447",0,"RT narendramodi ""My thanks to all the political parties for their cooperation, as also to the states of Assam, Meghalaya, Mizoram, Tripura <U+2026>"
"448",3,"RT narendramodi ""This would contribute to a stable &amp;peaceful boundary, better management &amp; coordination of the border &amp;will lead to enhance<U+2026>"
"449",0,"RT narendramodi ""The Amendment passed ensures a permanent settlement of land boundary with Bangladesh &amp; resolution of long-pending boundary<U+2026>"
"450",0,"RT @arundvyas: <U+090F><U+0915> <U+092C><U+093E><U+0930> <U+092B><U+093F><U+0930> <U+0938><U+0947> ""<U+091F><U+093E><U+0907><U+092E>"" <U+092A><U+0947> @narendramodi @viveklkw @ashok_kansala @brijmohanJi @RITURATHAUR @satyaprakashty1 @HemanshuOm http:/<U+2026>"
"451",0,"RT narendramodi ""Today a historic milestone has been reached in India-Bangladesh relations after the passing of the Constitutional Amendmen<U+2026>"
"452",0,"RT @minhazmerchant: Long, clear-headed cover story &amp; interview in @TIME with PM @narendramodi http://t.co/2dhak5N2ff"
"453",0,"@narendramodi bjp ka 4murti @BJPRajnathSingh @SushmaSwaraj @arunjaitley sab pe vari,"
"454",0,"RT @narendramodi: I bow to Gurudev Rabindranath Tagore on his birth anniversary. http://t.co/olcyvH6EOI"
"455",3,"RT narendramodi: This would contribute to a stable &amp;peaceful boundary, better management &amp; coordination of the border &amp;will lead to enhance<U+2026>"
"456",0,"RT narendramodi: The Amendment passed ensures a permanent settlement of land boundary with Bangladesh &amp; resolution of long-pending boundary<U+2026>"
"457",0,"RT narendramodi: Today a historic milestone has been reached in India-Bangladesh relations after the passing of the Constitutional Amendmen<U+2026>"
"458",0,"RT @monurajasthan: @OfficeOfRG <U+092F><U+0947> <U+0938><U+0924><U+094D><U+0924><U+093E> <U+092D><U+0940> <U+0915><U+094D><U+092F><U+093E> <U+091A><U+0940><U+091C> <U+0939><U+0948>? <U+091F><U+0949><U+092F><U+0932><U+0947><U+091F> <U+092E><U+0947><U+0902> <U+092A><U+0948><U+0926><U+0932> <U+0928><U+0939><U+0940><U+0902> <U+091C><U+093E><U+0928><U+0947> <U+0935><U+093E><U+0932><U+0947> <U+0907><U+0938><U+0915><U+0940> <U+0916><U+093E><U+0924><U+093F><U+0930> <U+0915><U+094D><U+092F><U+093E> <U+0915><U+094D><U+092F><U+093E> <U+091C><U+0924><U+0928> <U+0915><U+0930> <U+0930><U+0939><U+0947> <U+0939><U+0948> ! <U+091C><U+092F> <U+0939><U+094B> 
@narendr<U+2026>"
"459",1,"Liberals are patriotic unlike @narendramodi and the anti-national RSS! Will not block development for PM ambition! https://t.co/THBp45uRVF"
"460",0,"@narendramodi thanks for that"
"461",0,"Read TIME's exclusive interview with @narendramodi http://t.co/2Vaf2Oge8x via @TIMEWorld"
"462",0,"narendramodi: Spoke to Bangladesh PM Sheikh Hasina and conveyed my greetings to the people of Bangladesh on this landmark occasion."
"463",1,"narendramodi: This reflects the collective will of the nation to build constructive relations with our neighbours."
"464",0,"narendramodi: My thanks to all the political parties for their cooperation, as also to the states of Assam, Meghalaya, Mizoram, Tripura &amp; W<U+2026>"
"465",4,"narendramodi: This would contribute to a stable &amp;peaceful boundary, better management &amp; coordination of the border &amp;will lead to enhanced s<U+2026>"
"466",0,"narendramodi: The Amendment passed ensures a permanent settlement of land boundary with Bangladesh &amp; resolution of long-pending boundary is<U+2026>"
"467",0,"narendramodi: Today a historic milestone has been reached in India-Bangladesh relations after the passing of the Constitutional Amendment b<U+2026>"
"468",1,"@narendramodi good to go Mr PM"
"469",-1,"RT @Neelam_Soti: .@narendramodi ji if u speak on killings of Hindus in Nadia that will trigger a national debate on plight of Hindus.That w<U+2026>"
"470",0,"NarendraModi:-Spoke to Bangladesh PM Sheikh Hasina and conveyed my greetings to the people of Bangladesh on this landmark occasion. #Salute<U+2026>"
"471",1,"NarendraModi:-This reflects the collective will of the nation to build constructive relations with our neighbours. #Salute2IndianForces #Th<U+2026>"
"472",0,"NarendraModi:-My thanks to all the political parties for their cooperation, as also to the states of Assam, Meghalaya, Mizoram, Tripura &amp; W<U+2026>"
"473",4,"NarendraModi:-This would contribute to a stable &amp;peaceful boundary, better management &amp; coordination of the border &amp;will lead to enhanced s<U+2026>"
"474",0,"NarendraModi:-The Amendment passed ensures a permanent settlement of land boundary with Bangladesh &amp; resolution of long-pending boundary is<U+2026>"
"475",0,"NarendraModi:-Today a historic milestone has been reached in India-Bangladesh relations after the passing of the Constitutional Amendment b<U+2026>"
"476",1,"@narendramodi Sir u should help @beingsalmankhan he is tiger of cntry like u. So plzz look at his mtr."
"477",0,"RT @ManeekshaSingh: #Jalsatyagrah <U+092F><U+0947> <U+0915><U+0948><U+0938><U+093E> <U+0926><U+0947><U+0936> <U+092C><U+0928><U+093E><U+092F><U+093E> <U+0939><U+0948> <U+0939><U+092E><U+0928><U+0947> <U+091C><U+093F><U+0938><U+0915><U+0940> @narendramodi @ChouhanShivraj  <U+0938><U+0930><U+0915><U+093E><U+0930> <U+0909><U+0938><U+0915><U+0940> <U+091C><U+0928><U+0924><U+093E> <U+0938><U+0947> <U+0915><U+091F><U+0924><U+0940> <U+0939><U+0948> |
@AAPforINDIA <U+2026>"
"478",0,"RT @raju: .@narendramodi makes time for @TIME http://t.co/8hKAbLvMuk http://t.co/tDKcntNaAr"
"479",0,"RT @monurajasthan: @OfficeOfRG <U+092F><U+0947> <U+0905><U+091A><U+094D><U+091B><U+0947> <U+0926><U+093F><U+0928> <U+0928><U+0939><U+0940><U+0902> <U+0924><U+094B> <U+0914><U+0930> <U+0915><U+094D><U+092F><U+093E> <U+0939><U+0948>?60 <U+0938><U+093E><U+0932> <U+0924><U+0915> <U+092E><U+0939><U+0932><U+094B> <U+092E><U+0947><U+0902> <U+0930><U+0939><U+0915><U+0930> <U+0926><U+0947><U+0936> <U+0915><U+094B> <U+091A><U+0942><U+0938><U+0928><U+0947> <U+0935><U+093E><U+0932><U+0947> <U+092A><U+0948><U+0926><U+0932> <U+092F><U+093E><U+0924><U+094D><U+0930><U+093E> <U+0915><U+094B> <U+092E><U+091C><U+092C><U+0942><U+0930> <U+0939><U+094B> <U+0917><U+090F>! <U+0927><U+0928><U+094D><U+092F><U+0935><U+093E><U+2026>"
"480",0,"DDNewsHindi: <U+092A><U+0940><U+090F><U+092E> <U+092E><U+094B><U+0926><U+0940>: <U+0905><U+092E><U+0947><U+0930><U+093F><U+0915><U+093E> <U+0915><U+094B> <U+0908><U+0930><U+093E><U+0915> <U+0938><U+0947> <U+0905><U+092A><U+0928><U+0940> <U+0938><U+0947><U+0928><U+093E> <U+0939><U+091F><U+093E><U+0928><U+0947> <U+092E><U+0947><U+0902> <U+091C><U+0932><U+094D><U+0926><U+092C><U+093E><U+091C><U+0940> <U+0928><U+0939><U+0940><U+0902> <U+0915><U+0930><U+0928><U+0940> <U+091A><U+093E><U+0939><U+093F><U+090F> narendramodi"
"481",0,"@narendramodi <U+090F><U+0915> <U+092D><U+093E><U+0930><U+0924> <U+0936><U+094D><U+0930><U+0947><U+0936><U+094D><U+091F> <U+092D><U+093E><U+0930><U+0924> . <U+092C><U+0940><U+091C><U+0947><U+092A><U+0940>  #  <U+092E><U+094B><U+0926><U+0940> <U+091C><U+0940> .<U+091C><U+092F> <U+0939><U+093F><U+0902><U+0926>  .<U+091C><U+092F> <U+092D><U+093E><U+0930><U+0924> ."
"482",1,"RT @1Patelzuber: US dollar now matches the age of Mr@narendramodi.
Let's see Who win the race #AchheDin orUS $ 
@INCIndia @OfficeOfRG http:<U+2026>"
"483",-1,"@narendramodi pls don't give BJP ticket to Pappu yadav , v r ok even if BJP loses Bihar, but no ticket to Pappu Yadav pls."
"484",0,"@narendramodi take care of farmer mr.modi"
"485",1,"#leadership #Salute https://t.co/yYVVxdJaSB"
"486",0,"@viksa_dhabar @narendramodi  kyo nah I rastra bhasa banadete ho"
"487",0,"RT @DrGPradhan: <U+0905><U+092C> <U+0907><U+0938> <U+0915><U+094B> <U+0915><U+093F><U+092F><U+093E> <U+0915><U+0939><U+0947><U+0902><U+0917><U+0947> 

<U+0905><U+091A><U+094D><U+091B><U+0947> <U+0926><U+093F><U+0928> 

@narendramodi http://t.co/1oHrbdJ8CN"
"488",2,"@narendramodi  These relations will help us to make a strong India. Great efforts"
"489",0,"RT @Neelam_Soti: .@narendramodi ji you rescued people from Yemen and Nepal. Also do something for Hindu victims of Nadia Riots. http://t.co<U+2026>"
"490",0,"@OfficeOfRG he may ask this Q also @narendramodi ji is ""Kisan aalu 2 rs KG bechta hai, Aalu bonda 30 plate hi,  aissa anyay kyu bhaiya ?  :)"
"491",0,"@narendramodi #<U+0906><U+092B><U+094D><U+0928><U+093E> <U+0938><U+0947><U+0928><U+093E> <U+092C><U+094B><U+0932><U+093E><U+0909><U+0928><U+0941> <U+0939><U+094B><U+0938><U+094D>"
"492",0,"RT @TIME: TIME's new cover: Why @narendramodi matters. An exclusive interview http://t.co/0qd6AX2ft7
https://t.co/Ttgu729wUD"
"493",0,"RT @SanjayS00663282: @HinduRajyam @MahaveerM_ @narendramodi UNITY IS THE KEY OR EVERYTHING WILL BE LOST THE #RELIGION THE #CULTURE THE ,#LA<U+2026>"
"494",4,"@narendramodi great great great great_________!"
"495",0,"@narendramodi  bt
Unfair  Verdict  On  Salman"
"496",0,"RT @minhazmerchant: Long, clear-headed cover story &amp; interview in @TIME with PM @narendramodi http://t.co/2dhak5N2ff"
"497",0,"We India Ours India https://t.co/IlCMH2pjhu"
"498",0,"@Neelam_Soti @sarkar_swati @narendramodi The day Nehru took over as the PM &amp; Jinnah as PM of Pak Hindus security has gone with the wind?"
"499",0,"@narendramodi 
   Ohooo sir 
    Jai hind"
"500",1,"RT @Neelam_Soti: .@narendramodi ji security is prerequisite of development. If Hindus are not secure what will they do of development?"
"501",0,"RT narendramodi: Today a historic milestone has been reached in India-Bangladesh relations after the passing of the Constitutional Amendmen<U+2026>"
"502",-1,"#NadiaRiots Dear PM @narendramodi pls could you spare some time to look into Hindus being Killed in Nadia &amp; elsewhere?@BJPRajnathSingh"
"503",-1,"RT @Neelam_Soti: .@narendramodi ji if u speak on killings of Hindus in Nadia that will trigger a national debate on plight of Hindus.That w<U+2026>"
"504",0,"@narendramodi Sir Do Something For Salman Khan.. #"
"505",0,"@narendramodi Unfair Verdict On Salman"
"506",1,"RT @Neelam_Soti: .@narendramodi ji u issued statements assuring security of minorities. Please also issue a statement giving assurance to N<U+2026>"
"507",0,"RT @OfficeOffRG: My fourth question to @narendramodi ji is ""Kisan aalu 2 rs KG bechta hai, Aalu nan 60 rs ka bikta hai. aissa anyay kyu bha<U+2026>"
"508",0,"@narendramodi <U+0939><U+0930><U+0926><U+092F> <U+0905><U+092D><U+093F><U+0928><U+0902><U+0926><U+0928> <U+0915><U+0930><U+0924><U+093E> <U+0939><U+0942><U+0901> <U+0906><U+092A><U+0915><U+093E> <U+0905><U+092D><U+093F><U+091C><U+0940><U+0924> <U+0928><U+0947> <U+0939><U+093F><U+0902><U+0926><U+0941><U+0938><U+094D><U+0924><U+093E><U+0928> <U+0915><U+0947> <U+0917><U+0930><U+0940><U+092C><U+094B> <U+0915><U+094B> <U+0917><U+093E><U+0932><U+0940> <U+0926><U+093F><U+092F><U+093E> <U+0909><U+0938><U+0915><U+094B> <U+092A><U+0947> <U+0915><U+0930><U+0935><U+093E><U+0908> <U+0915><U+0930><U+0947><U+0901> <U+0906><U+092A> <U+092D><U+0940> <U+0917><U+0930><U+0940><U+092C> <U+0925><U+0947>"
"509",0,"RT @TIME: TIME's new cover: Why @narendramodi matters. An exclusive interview http://t.co/0qd6AX2ft7
https://t.co/Ttgu729wUD"
"510",0,"RT @narendramodi: I bow to Gurudev Rabindranath Tagore on his birth anniversary. http://t.co/olcyvH6EOI"
"511",-1,"RT @Neelam_Soti: .@narendramodi ji you sought report from State govt on an alleged Church attack in Haryana. Please also seek report on Nad<U+2026>"
"512",0,"RT @RakeshSinha_Fan: Rahul faced big question from @smritiirani . will he respond? no he cant. @RakeshSinha01 @itsmeNoopur @shilpitewari @n<U+2026>"
"513",0,"RT @OfficeOffRG: My fifth question to @narendramodi ji is ""Kisan aalu 2 rs KG bechta hai, samosa 10 rs ka bikta hai. aissa anyay kyu bhaiya<U+2026>"
"514",1,"RT @Neelam_Soti: .@narendramodi ji security is prerequisite of development. If Hindus are not secure what will they do of development?"
