"","score","text"
"734",0,"Spoke to Bangladesh PM Sheikh Hasina and conveyed my greetings to the people of Bangladesh on this landmark occasion."
"735",0,"RT @Gahmar3: @narendramodi <U+092E><U+094B><U+0926><U+0940> <U+0915><U+094B> <U+0932><U+0917><U+093E> PM <U+0915><U+093E> <U+0915><U+093E><U+092E> <U+0938><U+093F><U+0930><U+094D><U+092B> '<U+092B><U+0947><U+0915><U+0928><U+093E>' <U+0939><U+094B><U+0924><U+093E> <U+0939><U+0948>. 
<U+092E><U+0928><U+092E><U+094B><U+0939><U+0928> <U+0938><U+093F><U+0902><U+0939> '<U+092B><U+0947><U+0915><U+0924><U+0947>' <U+0928><U+0939><U+0940> <U+0925><U+0947> (<U+092E><U+0924><U+0932><U+092C> <U+0915><U+093E><U+092E> <U+0928><U+0939><U+0940> <U+0915><U+0930><U+0924><U+0947> <U+0925><U+0947>)

<U+0907><U+0938><U+0932><U+093F><U+090F> <U+092E><U+094B><U+0926><U+0940> PM <U+092C><U+2026>"
"736",0,"RT @NayakDeep: Yes #ModiMatters 
#PM Shri @narendramodi ranked No.1 in the world in handling of domestic &amp; international affairs. http://t.<U+2026>"
"737",0,"RT @news24tvchannel: <U+092E><U+094B><U+0926><U+0940> <U+0938><U+0930><U+0915><U+093E><U+0930> <U+0928><U+0947> <U+0915><U+0949><U+0930><U+092A><U+094B><U+0930><U+0947><U+091F><U+094D><U+0938> <U+0915><U+094B> 1 <U+0938><U+093E><U+0932> <U+092E><U+0947><U+0902> <U+0926><U+0940> 62,000 <U+0915><U+0930><U+094B><U+0921><U+093C> <U+0915><U+0940> '<U+0938><U+094C><U+0917><U+093E><U+0924>' #NarendraModi http://t.co/2eeD45DdmW http://t.co/K8vV<U+2026>"
"738",0,"RT @Neelam_Soti: .@narendramodi ji no big BJP leader came to give solace to victims of Saharanpur riots. Shopkeepers lost a lot in those ri<U+2026>"
"739",0,"RT @narendramodi: I bow to Gurudev Rabindranath Tagore on his birth anniversary. http://t.co/olcyvH6EOI"
"740",0,"@amrapalisingh1 @OfficeOffRG <U+0907><U+0938> <U+092C><U+093E><U+0924> <U+0915><U+093E> <U+091C><U+0935><U+093E><U+092C> <U+0935><U+0948><U+0938><U+0947> @narendramodi <U+091C><U+0940> <U+0915><U+094B> <U+0922><U+0941><U+0902><U+0922><U+0928><U+093E> <U+091A><U+093E><U+0939><U+093F><U+092F><U+0947> <U+0964>"
"741",0,"RT @Neelam_Soti: .@narendramodi ji why don't you send a Home Ministry delegation to inspect Nadia Riots? That will give strength and solace<U+2026>"
"742",0,"RT @Neelam_Soti: .@narendramodi ji the day you were elected PM, Hindus felt secure. But now attacks on Hindus are again picking up from UP <U+2026>"
"743",0,"@narendramodi congrats sir"
"744",0,"@abpnewstv @narendramodi 
who say india needs dictatorship"
"745",-2,"RT @htTweets: No place for imaginary apprehensions over rights of minorities: PM @narendramodi http://t.co/ilGNftUddW http://t.co/lJjxmhuhLp"
"746",0,"RT @Neelam_Soti: .@narendramodi ji you rescued people from Yemen and Nepal. Also do something for Hindu victims of Nadia Riots. http://t.co<U+2026>"
"747",1,"Appreciated.. http://t.co/EteqOkR81V"
"748",0,"@narendramodi <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>"
"749",0,"RT @onlyursmusa: See How 'We Dont Know Where Dawood Ibrahim' Is By @narendramodi Govt In Parl Has Backfired On Us Only Now! http://t.co/CaA<U+2026>"
"750",1,"This reflects the collective will of the nation to build constructive relations with our neighbours."
"751",0,"@narendramodi #MASSSAudioFest"
"752",0,"RT @dushyanthechamp: @narendramodi got 12.1 M Followers gets 500 RT bt RG @OfficeOfRG got only 30K followers and 900+ RT @DrunkVinodMehta h<U+2026>"
"753",0,"@narendramodi :)"
"754",2,"@narendramodi great achievement sir."
"755",0,"RT @NayakDeep: Yes #ModiMatters 
#PM Shri @narendramodi ranked No.1 in the world in handling of domestic &amp; international affairs. http://t.<U+2026>"
"756",1,"A truly sane &amp; secular request, is anybody listening @narendramodi @DrGPradhan @upma23 @rajuparulekar @tufailelif  https://t.co/1f4U4TBHKr"
"757",1,"RT @narendramodi: Some more photos from the cleanliness drive in Varanasi. #MyCleanIndia http://t.co/ofS3LT3gKg"
"758",0,"RT @Manojkaswa: #NepalDisasterReliefByMSG 
St @Gurmeetramrahim Ji is reached in Nepal with trained team of volunteers. @narendramodi http:/<U+2026>"
"759",0,"@lksrakesh @PMOIndia  <U+091C><U+094B> PM <U+0926><U+0947><U+0935><U+093E><U+0932><U+092F> <U+0915><U+0940> <U+0924><U+0941><U+0932><U+0928><U+093E>  <U+0936><U+094C><U+091A><U+093E><U+0932><U+092F> <U+0938><U+0947> <U+0915><U+0930><U+0924><U+093E> <U+0939><U+094B>,  <U+0935><U+0939> <U+0928><U+093F><U+0930><U+094D><U+0926><U+094B><U+0937> <U+0938><U+0902><U+0924><U+094B> <U+092A><U+0930> <U+0915><U+094D><U+092F><U+093E>  <U+091C><U+0941><U+092C><U+093E><U+0928> <U+0926><U+0947><U+0917><U+093E>,  @narendramodi"
"760",2,"RT @narendramodi: A splendid effort towards a Clean India by BJP Karyakartas in Varanasi!  #MyCleanIndia http://t.co/aGPfXSQZ8a http://t.co<U+2026>"
"761",0,"RT @narendramodi: I bow to Gurudev Rabindranath Tagore on his birth anniversary. http://t.co/olcyvH6EOI"
"762",0,"RT @NayakDeep: Yes #ModiMatters 
#PM Shri @narendramodi ranked No.1 in the world in handling of domestic &amp; international affairs. http://t.<U+2026>"
"763",0,"RT @narendramodi: I bow to Gurudev Rabindranath Tagore on his birth anniversary. http://t.co/olcyvH6EOI"
"764",0,"RT @arundvyas: <U+090F><U+0915> <U+092C><U+093E><U+0930> <U+092B><U+093F><U+0930> <U+0938><U+0947> ""<U+091F><U+093E><U+0907><U+092E>"" <U+092A><U+0947> @narendramodi @viveklkw @ashok_kansala @brijmohanJi @RITURATHAUR @satyaprakashty1 @HemanshuOm http:/<U+2026>"
"765",1,"@narendramodi nice sir"
"766",1,"@narendramodi You r doing great job
You r the best<ed><U+00A0><U+00BD><ed><U+00B1><U+008D>"
"767",0,"RT @narendramodi: I bow to Gurudev Rabindranath Tagore on his birth anniversary. http://t.co/olcyvH6EOI"
"768",0,"RT @NayakDeep: Yes #ModiMatters 
#PM Shri @narendramodi ranked No.1 in the world in handling of domestic &amp; international affairs. http://t.<U+2026>"
"769",1,"Thank you Sir! https://t.co/MFpZ4z2BM2"
"770",0,"@narendramodi <U+091C><U+092F> <U+0939><U+094B>"
"771",1,"RT @drramansingh: We are grateful to PM @narendramodi for helping people of Bastar to overcome limitations of seeking education by his prof<U+2026>"
"772",3,"RT @MahaveerM_: @narendramodi Govt improved Provisions  of #LAB for the sole benefit &amp; prosperity of farmers
#ModiMatters http://t.co/VF6OT<U+2026>"
"773",0,"@Neelam_Soti lot of useless buggers have won in 2014 on  @narendramodi name. We have to make all of them accountable."
"774",0,"@narendramodi <U+0927><U+0928><U+094D><U+092F><U+0935><U+093E><U+0926> <U+0938><U+0930>"
"775",0,"@narendramodi can I also come to South Korea with you?"
"776",0,"RT @kirtisaxena999: @narendramodi yes ..a historic day.. http://t.co/mm5eBsFhVK"
"777",0,"RT @narendramodi: Also emphasised on complete electrification of unconnected villages &amp; renewable energy projects. http://t.co/ydXpBPHypE"
"778",1,"Congress will win back these states soon. https://t.co/PCsbrKr2Tn"
"779",0,"RT @abpnewstv: No need for dictatorship to run India: PM @narendramodi <U+200B> 

http://t.co/Y6yLjmtc8B http://t.co/JYABvvJNJD"
"780",0,"RT @news24tvchannel: <U+092E><U+094B><U+0926><U+0940> <U+0938><U+0930><U+0915><U+093E><U+0930> <U+0928><U+0947> <U+0915><U+0949><U+0930><U+092A><U+094B><U+0930><U+0947><U+091F><U+094D><U+0938> <U+0915><U+094B> 1 <U+0938><U+093E><U+0932> <U+092E><U+0947><U+0902> <U+0926><U+0940> 62,000 <U+0915><U+0930><U+094B><U+0921><U+093C> <U+0915><U+0940> '<U+0938><U+094C><U+0917><U+093E><U+0924>' #NarendraModi http://t.co/2eeD45DdmW http://t.co/K8vV<U+2026>"
"781",0,"RT @MahaveerM_: TIME's new cover
Y @narendramodi matters
exclusive interview
Reformer-In-Chief
http://t.co/TkaPtbjGVO 
https://t.co/Nuk37nW<U+2026>"
"782",0,"@narendramodi it's great........it's all of u sir...to be kind n making us to enter into revolutional era..."
"783",1,"@narendramodi kudos :)"
"784",1,"@narendramodi Sir highly appreciated.."
"785",0,"@narendramodi Sir please do something for Jat candidates. We are just one step away to get employment. #HelpJat"
"786",0,"@narendramodi <U+092E><U+094B><U+0926><U+0940> <U+0915><U+094B> <U+0932><U+0917><U+093E> PM <U+0915><U+093E> <U+0915><U+093E><U+092E> <U+0938><U+093F><U+0930><U+094D><U+092B> '<U+092B><U+0947><U+0915><U+0928><U+093E>' <U+0939><U+094B><U+0924><U+093E> <U+0939><U+0948>. 
<U+092E><U+0928><U+092E><U+094B><U+0939><U+0928> <U+0938><U+093F><U+0902><U+0939> '<U+092B><U+0947><U+0915><U+0924><U+0947>' <U+0928><U+0939><U+0940> <U+0925><U+0947> (<U+092E><U+0924><U+0932><U+092C> <U+0915><U+093E><U+092E> <U+0928><U+0939><U+0940> <U+0915><U+0930><U+0924><U+0947> <U+0925><U+0947>)

<U+0907><U+0938><U+0932><U+093F><U+090F> <U+092E><U+094B><U+0926><U+0940> PM <U+092C><U+0928> <U+0917><U+090F>..."
"787",0,"RT @NayakDeep: Yes #ModiMatters 
#PM Shri @narendramodi ranked No.1 in the world in handling of domestic &amp; international affairs. http://t.<U+2026>"
"788",0,"RT @MyLoveNamo: @narendramodi http://t.co/Gm3PrkCPGw

Read NaMo's full interview here..

#YUG
#ModiMatters"
"789",0,"Exclusive Interview of @PMOIndia Sh @narendramodi on @TIME #YUG #ModiMatters http://t.co/9EXWXW8veI http://t.co/CehB3v2AjM"
"790",1,"@narendramodi sir good job...when we will see a landmark achieved when we get back black money"
"791",1,"@narendramodi great"
"792",0,"@narendramodi
Congratulations.."
"793",0,"@bimalshahi @ArvindKejriwal @tajinderbagga @narendramodi  can you please share kejriwal  photu on saras salil side by side with this photo"
"794",0,"@narendramodi thanks pm sir"
"795",0,"@SushmaSwaraj aj apne fir sabit Kiya humre jaisa admi bjpse jurke garv karte hai!Humre pass ap jaisi netrihai @narendramodi jaisa neta hai!"
"796",0,"@narendramodi OK"
"797",0,"RT @NayakDeep: Yes #ModiMatters 
#PM Shri @narendramodi ranked No.1 in the world in handling of domestic &amp; international affairs. http://t.<U+2026>"
"798",1,"RT @Neelam_Soti: .@narendramodi ji security is prerequisite of development. If Hindus are not secure what will they do of development?"
"799",0,"RT @SpecialCoverage: <U+092A><U+0940><U+0932><U+0940><U+092D><U+0940><U+0924>: <U+092B><U+093E><U+0901><U+0938><U+0940> <U+092A><U+0930> <U+0932><U+091F><U+0915><U+093E> <U+0915><U+093F><U+0938><U+093E><U+0928>
Read : http://t.co/wx1HCGiGoL #FarmarSucide
@yadavakhilesh @CMOfficeUP @narendramodi http<U+2026>"
"800",0,"RT @mediacrooks: Dear @OfficeOfRG Tomorrow in Parliament... Please ask @NarendraModi what hes doing abt Bundelkhand to USA highway.. &amp; Watc<U+2026>"
"801",0,"RT @narendramodi: I bow to Gurudev Rabindranath Tagore on his birth anniversary. http://t.co/olcyvH6EOI"
"802",1,"RT @Neelam_Soti: .@narendramodi ji u issued statements assuring security of minorities. Please also issue a statement giving assurance to N<U+2026>"
"803",0,"@narendramodi MR NARENDRA MODI PLZ TWEET ATLEAST HI."
"804",2,"RT @XHNews: ""Welcome to China"": Chinese applaud Indian PM @narendramodi's Weibo account http://t.co/k7N0vtIhWx http://t.co/crNWKGVVcr"
"805",0,"@Neelam_Soti done mam. Also know that bjp team is in contact with locals n were trying to enter the town. @narendramodi"
"806",0,"@narendramodi  BUT FOR EGO 
IT SHOULD HAVE BEEN PASSED ALMOST TWO YRS BACK 
NOTHING HAS CHANGED DURING THIS TIME 
EXCEPT FOR CHAIRS"
"807",0,"RT @amitbaj96745453: Latest Interview of @narendramodi ji with TIME. Share it. 
http://t.co/SurRXJSyMw http://t.co/meG5Eg0F3V"
"808",0,"@narendramodi Sir aap INDIA-Bangladesh Ka Relation bana Rahe ho Dekh lijiye Kahi Modi-Salman Ka relation kahi Bigad Naa jaye :P"
"809",-1,"@narendramodi Sir but you should also do something about illegal Bangaladesh immigrants in India."
"810",0,"Hath kangan ko arsi kya, pade likhe ko farsi kya? This speaks volume #ProudToBeIndian @PMOIndia @narendramodi http://t.co/sOGkFhcInQ"
"811",0,"RT @TIME: TIME's new cover: Why @narendramodi matters. An exclusive interview http://t.co/0qd6AX2ft7
https://t.co/Ttgu729wUD"
"812",-1,"@narendramodi .. it was a hectic .. worlds only one 3rd order enclave. ."
"813",2,"RT @drramansingh: We are ready with @IIITNR at @Naya_Raipur to be inaugurated by PM @narendramodi on May 9 &amp; empower our people to make a b<U+2026>"
"814",1,"@narendramodi wonderful sir"
"815",0,"RT @monurajasthan: @OfficeOfRG <U+092F><U+0947> <U+0938><U+0924><U+094D><U+0924><U+093E> <U+092D><U+0940> <U+0915><U+094D><U+092F><U+093E> <U+091A><U+0940><U+091C> <U+0939><U+0948>? <U+091F><U+0949><U+092F><U+0932><U+0947><U+091F> <U+092E><U+0947><U+0902> <U+092A><U+0948><U+0926><U+0932> <U+0928><U+0939><U+0940><U+0902> <U+091C><U+093E><U+0928><U+0947> <U+0935><U+093E><U+0932><U+0947> <U+0907><U+0938><U+0915><U+0940> <U+0916><U+093E><U+0924><U+093F><U+0930> <U+0915><U+094D><U+092F><U+093E> <U+0915><U+094D><U+092F><U+093E> <U+091C><U+0924><U+0928> <U+0915><U+0930> <U+0930><U+0939><U+0947> <U+0939><U+0948> ! <U+091C><U+092F> <U+0939><U+094B> 
@narendr<U+2026>"
"816",0,"@narendramodi <U+092A><U+0943><U+0925><U+094D><U+0935><U+0940> <U+0915><U+0947> <U+092E><U+0939><U+093E><U+0928> <U+092B><U+0947><U+0915><U+0942> <U+0915><U+094B> <U+0928><U+093E><U+0938><U+093E> <U+0935><U+093E><U+0932><U+0947> '<U+092E><U+0902><U+0917><U+0932> <U+0917><U+094D><U+0930><U+0939>' <U+092D><U+0947><U+091C><U+0928><U+093E> <U+091A><U+093E><U+0939><U+0924><U+0947> <U+0939><U+0948><U+0902>. 
<U+0935><U+0939><U+093E><U+0901> <U+0935><U+093F><U+0915><U+093E><U+0938> <U+0915><U+0947> <U+0932><U+093F><U+090F> '<U+0917><U+0941><U+091C><U+0930><U+093E><U+0924>-<U+092E><U+0949><U+0921><U+0932>' <U+0915><U+0940> <U+091C><U+0930><U+0941><U+0930><U+0924> <U+0939><U+0948>."
"817",1,"RT @mediacrooks: In fact I believe @NarendraModi shd stop talking to such stupid mags.. We dont need flamboyance..we need honest work https<U+2026>"
"818",1,"@narendramodi now sir its turn to do same with China... May your visit provide some positive results"
"819",0,"RT @monurajasthan: @OfficeOfRG <U+092F><U+0947> <U+0905><U+091A><U+094D><U+091B><U+0947> <U+0926><U+093F><U+0928> <U+0928><U+0939><U+0940><U+0902> <U+0924><U+094B> <U+0914><U+0930> <U+0915><U+094D><U+092F><U+093E> <U+0939><U+0948>?60 <U+0938><U+093E><U+0932> <U+0924><U+0915> <U+092E><U+0939><U+0932><U+094B> <U+092E><U+0947><U+0902> <U+0930><U+0939><U+0915><U+0930> <U+0926><U+0947><U+0936> <U+0915><U+094B> <U+091A><U+0942><U+0938><U+0928><U+0947> <U+0935><U+093E><U+0932><U+0947> <U+092A><U+0948><U+0926><U+0932> <U+092F><U+093E><U+0924><U+094D><U+0930><U+093E> <U+0915><U+094B> <U+092E><U+091C><U+092C><U+0942><U+0930> <U+0939><U+094B> <U+0917><U+090F>! <U+0927><U+0928><U+094D><U+092F><U+0935><U+093E><U+2026>"
"820",0,"See How 'We Dont Know Where Dawood Ibrahim' Is By @narendramodi Govt In Parl Has Backfired On Us Only Now! http://t.co/CaAfUNPqZA"
"821",0,"RT @narendrapjoshi: @OfficeOffRG @VictoryForNamo @narendramodi http://t.co/J5sPBiepzx"
"822",0,"RT @OfficeOffRG: My fifth question to @narendramodi ji is ""Kisan aalu 2 rs KG bechta hai, samosa 10 rs ka bikta hai. aissa anyay kyu bhaiya<U+2026>"
"823",0,"RT @i_Aakanksha: @narendramodi 

@Offlce0fRG Follow <U+0924><U+094B> <U+092C><U+0928><U+0924><U+093E> <U+0939><U+0948> <U+0907><U+0938><U+0915><U+094B><U+0964>"
"824",0,"@narendramodi long live Modiji is it about all enclave"
"825",0,"@narendramodi #WeSupportSalmanKhan 
{ unfair verdict on salman }
.
.
."
"826",0,"@narendramodi jai ho modi sarkar<ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BD><ed><U+00B1><U+008C><ed><U+00A0><U+00BD><ed><U+00B1><U+008C>"
"827",1,"RT @ETPolitics: How .@narendramodi govt radically enhanced and transformed top bureaucracy's role http://t.co/wcrvVicHdH http://t.co/ephXb8<U+2026>"
"828",0,"@SreeHarsha2015 @narendramodi @EconomicTimes 
Adi cheppindi  Sri Sri Ravishankar
He said 45:1
Edo future ni predict chestunnattu cuttingulu"
"829",0,"@narendramodi when u sort out the same with China then u have something to talk about...no!?!"
"830",0,"RT @OfficeOffRG: My first question to @narendramodi ji is ""Kisan aalu 2 rs KG bechta hai, chips 10 rs ka packet bikta hai. aissa anyay kyu <U+2026>"
"831",0,"@narendramodi ooooo yes abhi ????"
"832",1,"@narendramodi Good evening sir"
"833",0,"RT @MahaveerM_: YesWeWill
#ModiMatters
Man
Of
Developing
India
@narendramodi
https://t.co/Nuk37nWjzs http://t.co/7bG9QLB57R"
"834",3,"RT @MahaveerM_: @narendramodi Govt improved Provisions  of #LAB for the sole benefit &amp; prosperity of farmers
#ModiMatters http://t.co/VF6OT<U+2026>"
"835",0,"@narendramodi #WeSupportSalmanKhan 
{ unfair verdict on salman }
.
.
."
"836",0,"@narendramodi  same to you sir"
"837",0,"@narendramodi <ed><U+00A0><U+00BD><ed><U+00B1><U+008D>"
"838",0,"@narendramodi namo namo modi sir"
"839",1,"@narendramodi nice sir"
"840",-1,"@narendramodi 
But what about Bangladeshis killing all Hindus living there"
"841",0,"RT @OfficeOffRG: My fifth question to @narendramodi ji is ""Kisan aalu 2 rs KG bechta hai, samosa 10 rs ka bikta hai. aissa anyay kyu bhaiya<U+2026>"
"842",0,"@narendramodi http://t.co/znq1HwgrCY"
"843",2,"@narendramodi sir looking forward for many more historic days for India.
i have a firm faith that India will blossom to its true potential"
"844",0,"RT @Neelam_Soti: .@narendramodi ji the day you were elected PM, Hindus felt secure. But now attacks on Hindus are again picking up from UP <U+2026>"
"845",0,"RT @mediacrooks: Throw two crumbs at ModiBhakts like this.. and they will all crow like idiots... Stop this nonsense... @NarendraModi https<U+2026>"
"846",1,"@narendramodi Excellent sir"
"847",0,"RT @NayakDeep: Yes #ModiMatters 
#PM Shri @narendramodi ranked No.1 in the world in handling of domestic &amp; international affairs. http://t.<U+2026>"
"848",0,"@narendramodi PLZ TWEET BACK"
"849",1,"RT @mediacrooks: In fact I believe @NarendraModi shd stop talking to such stupid mags.. We dont need flamboyance..we need honest work https<U+2026>"
"850",-1,"@narendramodi seems congress was waiting for 67 years for Modi to come and do everything. Namo Namo"
"851",0,"RT @OfficeOffRG: My second question to @narendramodi ji is ""Kisan aalu 2 rs KG bechta hai, Aalu bhujia 30 rs ka packet bikta hai. aissa any<U+2026>"
"852",0,"@narendramodi congrats sir...this is big achivement for us.."
"853",0,"RT @Neelam_Soti: .@narendramodi ji you rescued people from Yemen and Nepal. Also do something for Hindu victims of Nadia Riots. http://t.co<U+2026>"
"854",-1,"@narendramodi we will protest, rights to the farmers! You are invited to the <U+092A><U+0926><U+092F><U+093E><U+0924><U+094D><U+0930><U+093E> !"
"855",1,"RT @ETOpinion: Here's why #NarendraModi just cannot afford to take #ArunShourie lightly. @ChaitanyaKalbag
http://t.co/EkMPU7uMO2 http://t.c<U+2026>"
"856",1,"@narendramodi Clear all obstacles.
We r with u sir<U+263A>"
"857",0,"<U+0930><U+0941><U+092A><U+092F><U+093E> 64 <U+0938><U+0947> <U+0928><U+0940><U+091A><U+0947> <U+0921><U+0949><U+0932><U+0930> <U+0915><U+0947> <U+092E><U+0941><U+0915><U+093E><U+092C><U+0932><U+0947> 20 <U+092E><U+093E><U+0939> <U+0915><U+0947> <U+0928><U+093F><U+091A><U+0932><U+0947> <U+0938><U+094D><U+0924><U+0930> <U+092A><U+0930><U+0964><U+0964> #AccheDin ??? https://t.co/QB3YNXDrP6"
"858",1,"RT @xigbsf: bcos they don't see any hope once @narendramodi takes off &amp; thank God Modi no Vajpayee whos partly responsible4&gt;2004 https://t.<U+2026>"
"859",5,"This would contribute to a stable &amp;peaceful boundary, better management &amp; coordination of the border &amp;will lead to enhanced security as well"
"860",0,"RT @SMungantiwar: PM @narendramodi to launch three financial schemes on May 9 
 http://t.co/QrVsahIphf"
"861",0,"@narendramodi HI MR NARENDRA MODI"
"862",0,"RT @Neelam_Soti: .@narendramodi ji the day you were elected PM, Hindus felt secure. But now attacks on Hindus are again picking up from UP <U+2026>"
"863",0,"RT @narendramodi: I bow to Gurudev Rabindranath Tagore on his birth anniversary. http://t.co/olcyvH6EOI"
"864",1,"@narendramodi My pm my proud"
"865",0,"@narendramodi ufff finally ;)))"
"866",0,"RT @kirtisaxena999: @narendramodi yes ..a historic day.. http://t.co/mm5eBsFhVK"
"867",0,"RT @narendramodi: I bow to Gurudev Rabindranath Tagore on his birth anniversary. http://t.co/olcyvH6EOI"
"868",2,"RT @ameymahadeshwar: @mediacrooks When @narendramodi can avoid pimps &amp; spin masters like @ndtv @ibnlive, why doesn't he apply same standard<U+2026>"
"869",0,"RT @narendramodi: I bow to Gurudev Rabindranath Tagore on his birth anniversary. http://t.co/olcyvH6EOI"
"870",1,"@narendramodi good job"
"871",0,"@narendramodi jai bjp"
"872",0,"RT @MahaveerM_: Yes #ModiMatters!!
Express-Vision
@narendramodi on cover page of @TIME once again.
http://t.co/4n4p4UBnSG http://t.co/SpOvh<U+2026>"
"873",0,"RT @OfficeOffRG: My fifth question to @narendramodi ji is ""Kisan aalu 2 rs KG bechta hai, samosa 10 rs ka bikta hai. aissa anyay kyu bhaiya<U+2026>"
"874",0,"@sardesairajdeep @OfficeOfRG @narendramodi RG"
"875",0,"RT @OfficeOffRG: My third question to @narendramodi ji is ""Kisan aalu 2 rs KG bechta hai, aalu ka prontha 30 rs ka bikta hai. aissa anyay k<U+2026>"
"876",0,"@narendramodi it would be more historic if both houses pass a resolution to deport Bangladeshi immigrants @BJPRajnathSingh @SushmaSwaraj"
"877",1,"Well only for Nation not for Presstitutes. https://t.co/zwz6iQRPeu"
"878",0,"@narendramodi <U+092E><U+094B><U+0926><U+0940> <U+0915><U+094B> <U+0932><U+0917><U+093E> PM <U+0915><U+093E> <U+0915><U+093E><U+092E> <U+0938><U+093F><U+0930><U+094D><U+092B> '<U+092B><U+0947><U+0915><U+0928><U+093E>' <U+0939><U+094B><U+0924><U+093E> <U+0939><U+0948>. 
<U+092E><U+0928><U+092E><U+094B><U+0939><U+0928> <U+0938><U+093F><U+0902><U+0939> '<U+092B><U+0947><U+0915><U+0924><U+0947>' <U+0928><U+0939><U+0940> <U+0925><U+0947> (<U+092E><U+0924><U+0932><U+092C> <U+0915><U+093E><U+092E> <U+0928><U+0939><U+0940> <U+0915><U+0930><U+0924><U+0947> <U+0925><U+0947>)

<U+0907><U+0938><U+0932><U+093F><U+090F> <U+092E><U+094B><U+0926><U+0940> PM <U+092C><U+0928> <U+0917><U+090F>.."
"879",0,"<ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B1><U+008D> https://t.co/6jlSwVTghu"
"880",0,"@narendramodi Yes a historic bill passed. :)"
"881",0,"RT @OfficeOffRG: My fourth question to @narendramodi ji is ""Kisan aalu 2 rs KG bechta hai, Aalu nan 60 rs ka bikta hai. aissa anyay kyu bha<U+2026>"
"882",0,"@narendramodi 

@Offlce0fRG Follow <U+0924><U+094B> <U+092C><U+0928><U+0924><U+093E> <U+0939><U+0948> <U+0907><U+0938><U+0915><U+094B><U+0964>"
"883",2,"RT @narendramodi: Always a delight to meet you, @therealkapildev. Thanks for your contribution of Rs. 51 lakhs for PMNRF. http://t.co/QkhpU<U+2026>"
"884",0,"RT @monurajasthan: @OfficeOfRG <U+092F><U+0947> <U+0938><U+0924><U+094D><U+0924><U+093E> <U+092D><U+0940> <U+0915><U+094D><U+092F><U+093E> <U+091A><U+0940><U+091C> <U+0939><U+0948>? <U+091F><U+0949><U+092F><U+0932><U+0947><U+091F> <U+092E><U+0947><U+0902> <U+092A><U+0948><U+0926><U+0932> <U+0928><U+0939><U+0940><U+0902> <U+091C><U+093E><U+0928><U+0947> <U+0935><U+093E><U+0932><U+0947> <U+0907><U+0938><U+0915><U+0940> <U+0916><U+093E><U+0924><U+093F><U+0930> <U+0915><U+094D><U+092F><U+093E> <U+0915><U+094D><U+092F><U+093E> <U+091C><U+0924><U+0928> <U+0915><U+0930> <U+0930><U+0939><U+0947> <U+0939><U+0948> ! <U+091C><U+092F> <U+0939><U+094B> 
@narendr<U+2026>"
"885",-1,"RT @Neelam_Soti: .@narendramodi ji you sought report from State govt on an alleged Church attack in Haryana. Please also seek report on Nad<U+2026>"
"886",1,"RT @ETPolitics: How .@narendramodi govt radically enhanced and transformed top bureaucracy's role http://t.co/wcrvVicHdH http://t.co/ephXb8<U+2026>"
"887",0,"RT @monurajasthan: @OfficeOfRG <U+092F><U+0947> <U+0905><U+091A><U+094D><U+091B><U+0947> <U+0926><U+093F><U+0928> <U+0928><U+0939><U+0940><U+0902> <U+0924><U+094B> <U+0914><U+0930> <U+0915><U+094D><U+092F><U+093E> <U+0939><U+0948>?60 <U+0938><U+093E><U+0932> <U+0924><U+0915> <U+092E><U+0939><U+0932><U+094B> <U+092E><U+0947><U+0902> <U+0930><U+0939><U+0915><U+0930> <U+0926><U+0947><U+0936> <U+0915><U+094B> <U+091A><U+0942><U+0938><U+0928><U+0947> <U+0935><U+093E><U+0932><U+0947> <U+092A><U+0948><U+0926><U+0932> <U+092F><U+093E><U+0924><U+094D><U+0930><U+093E> <U+0915><U+094B> <U+092E><U+091C><U+092C><U+0942><U+0930> <U+0939><U+094B> <U+0917><U+090F>! <U+0927><U+0928><U+094D><U+092F><U+0935><U+093E><U+2026>"
"888",0,"RT @NayakDeep: Yes #ModiMatters 
#PM Shri @narendramodi ranked No.1 in the world in handling of domestic &amp; international affairs. http://t.<U+2026>"
"889",0,"RT @OfficeOffRG: My second question to @narendramodi ji is ""Kisan aalu 2 rs KG bechta hai, Aalu bhujia 30 rs ka packet bikta hai. aissa any<U+2026>"
"890",-1,"RT @Neelam_Soti: .@narendramodi ji if u speak on killings of Hindus in Nadia that will trigger a national debate on plight of Hindus.That w<U+2026>"
"891",1,"@narendramodi great"
"892",0,"RT @narendramodi: I bow to Gurudev Rabindranath Tagore on his birth anniversary. http://t.co/olcyvH6EOI"
"893",0,"RT @OfficeOffRG: My first question to @narendramodi ji is ""Kisan aalu 2 rs KG bechta hai, chips 10 rs ka packet bikta hai. aissa anyay kyu <U+2026>"
"894",0,"@narendramodi jai ho"
"895",-3,"RT @Neelam_Soti: .@narendramodi ji opposition made fake church attacks a matter of national debate. Why can't BJP trigger a debate on real <U+2026>"
"896",0,"@narendramodi JAI HO"
